Department,Subject,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,W,EW,Total
Art,AHIS,AHIS 5,3179,SIMMONS B B,24,9,5,0.0,4,0.0,0.0,0.0,4,0.0,46
Art,AHIS,AHIS 6,1091,PRECIADO G,16,9,1,0.0,10,0.0,0.0,0.0,6,0.0,42
Art,AHIS,AHIS 11,1093,PRECIADO G,17,3,2,0.0,8,0.0,0.0,0.0,1,0.0,31
Art,AHIS,AHIS 11,1094,PRECIADO G,34,5,2,0.0,3,0.0,0.0,0.0,1,0.0,45
Art,AHIS,AHIS 11,3375,WASHINGTON T L,14,4,3,0.0,7,1,0.0,0.0,7,0.0,36
Art,AHIS,AHIS 11,3404,THAYER J,3,0.0,1,1,18,0.0,1,0.0,1,0.0,25
Art,AHIS,AHIS 11,1092,AHMADPOUR A,12,3,7,0.0,6,0.0,0.0,2,7,0.0,37
Art,AHIS,AHIS 17,1095,LEE O,24,6,1,0.0,6,0.0,0.0,0.0,8,0.0,45
Art,AHIS,AHIS 18,1096,RODRIGUEZ K,12,6,3,2,4,1,0.0,0.0,1,0.0,29
Art,AHIS,AHIS 18,1097,RODRIGUEZ K,26,8,2,1,5,0.0,1,0.0,0.0,0.0,43
Art,AHIS,AHIS 18,3250,RODRIGUEZ K,19,5,0.0,0.0,9,0.0,1,0.0,4,0.0,38
Art,AHIS,AHIS 21,1098,ROCCHIO M P,27,3,3,2,6,0.0,0.0,0.0,1,0.0,42
Art,AHIS,AHIS 21,1099,TAYLOR-HASTY K R,19,2,4,1,10,0.0,0.0,0.0,3,0.0,39
Art,AHIS,AHIS 21,3313,TAYLOR-HASTY K R,12,5,1,3,13,0.0,1,0.0,3,0.0,38
Art,AHIS,AHIS 22,3376,ROCCHIO M P,19,1,0.0,0.0,17,0.0,0.0,1,5,0.0,43
Art,AHIS,AHIS 22,1100,ROCCHIO M P,27,1,0.0,1,7,0.0,0.0,2,5,0.0,43
Art,AHIS,AHIS 52,1101,HIRUGAMI E,5,1,0.0,1,1,1,0.0,0.0,0.0,0.0,9
Art,AHIS,AHIS 52,3177,DASTIN E R,6,0.0,2,0.0,3,0.0,0.0,0.0,1,0.0,12
Art,AHIS,AHIS 52,3234,HIRUGAMI E,2,0.0,0.0,0.0,4,0.0,0.0,0.0,1,0.0,7
Art,AHIS,AHIS 72,1102,RODRIGUEZ K,21,2,1,2,10,2,1,0.0,2,0.0,41
Art,ART,ART 10A,1166,ARUTIAN C L,5,1,2,2,4,1,0.0,0.0,2,0.0,17
Art,ART,ART 10A,1167,PEREZ H N,8,1,5,0.0,1,0.0,2,0.0,7,0.0,24
Art,ART,ART 10A,1168,BADGER C P,13,5,0.0,1,6,0.0,1,0.0,0.0,0.0,26
Art,ART,ART 10A,1169,SHIBATA J M,19,3,0.0,0.0,2,0.0,0.0,0.0,3,0.0,27
Art,ART,ART 10A,1170,MITCHELL R,9,7,0.0,0.0,1,0.0,0.0,0.0,6,0.0,23
Art,ART,ART 10A,1171,MIYANO E,6,5,2,0.0,3,0.0,0.0,0.0,9,0.0,25
Art,ART,ART 10A,1173,KARLSEN A M,10,1,2,2,5,0.0,0.0,0.0,4,0.0,24
Art,ART,ART 10A,1174,KARLSEN A M,6,6,0.0,0.0,5,0.0,1,0.0,6,0.0,24
Art,ART,ART 10A,1175,KARLSEN A M,7,3,0.0,0.0,5,1,0.0,0.0,5,0.0,21
Art,ART,ART 10A,1176,BADGER C P,16,3,2,0.0,6,0.0,0.0,0.0,3,0.0,30
Art,ART,ART 10A,1177,OAKLEY M A,12,1,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,25
Art,ART,ART 10A,3332,BELL JA,6,3,2,1,5,1,0.0,0.0,3,0.0,21
Art,ART,ART 10A,3351,BERRY S M,7,2,2,0.0,0.0,1,1,0.0,8,0.0,21
Art,ART,ART 10A,3377,DE ANDA III I,5,3,5,0.0,2,0.0,0.0,0.0,5,0.0,20
Art,ART,ART 10A,3393,SANTANA T L,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,14
Art,ART,ART 10A,3403,BADGER C P,4,4,0.0,0.0,8,0.0,0.0,0.0,14,0.0,30
Art,ART,ART 10A,3232,MITCHELL R,8,4,0.0,0.0,1,0.0,0.0,4,5,0.0,22
Art,ART,ART 10B,1179,MIYANO E,8,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,12
Art,ART,ART 10B,1180,WHEAT N R,21,4,1,0.0,2,0.0,0.0,0.0,1,0.0,29
Art,ART,ART 10B,1181,WHEAT N R,10,4,2,0.0,3,0.0,0.0,0.0,5,0.0,24
Art,ART,ART 10B,3347,BADGER C P,7,4,1,1,5,0.0,0.0,0.0,8,0.0,26
Art,ART,ART 10C,1182,BADGER C P,11,1,1,1,6,0.0,0.0,0.0,5,0.0,25
Art,ART,ART 10C,1183,BADGER C P,8,3,1,0.0,9,0.0,1,1,2,0.0,25
Art,ART,ART 13,1184,BERRY S M,11,4,2,0.0,1,0.0,0.0,0.0,1,0.0,19
Art,ART,ART 13,1185,SILVER E M,18,2,1,0.0,1,0.0,0.0,0.0,4,0.0,26
Art,ART,ART 13,1186,BROMBERG T L,17,3,1,0.0,2,0.0,1,0.0,5,0.0,29
Art,ART,ART 13,1187,PEREZ H N,14,3,1,0.0,3,0.0,0.0,0.0,2,0.0,23
Art,ART,ART 13,3378,GARCIA K F,8,2,0.0,0.0,2,0.0,1,0.0,11,0.0,24
Art,ART,ART 17A,1188,JOLLER G,10,1,0.0,0.0,2,0.0,0.0,0.0,1,0.0,14
Art,ART,ART 17A,3196,BELL JA,6,1,0.0,0.0,3,0.0,0.0,0.0,2,0.0,12
Art,ART,ART 17B,1189,JOLLER G,8,0.0,0.0,0.0,1,0.0,0.0,0.0,2,0.0,11
Art,ART,ART 17B,3197,BELL JA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Art,ART,ART 20A,1190,BURCHMAN J H,6,6,1,0.0,0.0,0.0,0.0,0.0,10,0.0,23
Art,ART,ART 20A,1192,VICICH G M,7,0.0,0.0,0.0,3,0.0,0.0,0.0,7,0.0,17
Art,ART,ART 20A,1193,BURCHMAN J H,15,3,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,23
Art,ART,ART 20A,1194,VICICH G M,9,5,4,1,2,0.0,0.0,0.0,3,0.0,24
Art,ART,ART 20A,1195,GONZALES L,8,2,3,2,1,1,1,0.0,4,0.0,22
Art,ART,ART 20A,1196,HATTON C,10,2,2,0.0,1,0.0,0.0,0.0,9,0.0,24
Art,ART,ART 20A,1197,OTA N T,8,6,1,0.0,3,0.0,0.0,0.0,3,0.0,21
Art,ART,ART 20A,1198,HATTON C,13,5,2,0.0,2,1,0.0,0.0,5,0.0,28
Art,ART,ART 20A,1199,HATTON C,7,5,3,0.0,1,0.0,2,0.0,7,0.0,25
Art,ART,ART 20A,1200,MACKAY A C,8,9,5,0.0,0.0,1,0.0,0.0,2,0.0,25
Art,ART,ART 20A,3251,SIMON D L,6,3,1,2,6,2,1,0.0,4,0.0,25
Art,ART,ART 20A,3333,YOSHIDA M M,8,2,4,0.0,1,0.0,1,0.0,5,0.0,21
Art,ART,ART 20A,3399,MAMMARELLA C J,1,1,0.0,1,3,1,0.0,0.0,8,0.0,15
Art,ART,ART 20A,4020,KOMPANEYETS M,5,1,2,0.0,9,0.0,0.0,0.0,7,0.0,24
Art,ART,ART 20A,4021,DE ANDA III I,6,2,0.0,1,0.0,1,0.0,0.0,3,0.0,13
Art,ART,ART 20A,3364,SANTANA T L,5,5,0.0,0.0,4,0.0,0.0,1,11,0.0,26
Art,ART,ART 20B,1201,HATTON C,10,4,2,0.0,0.0,0.0,0.0,0.0,11,0.0,27
Art,ART,ART 20B,1202,KARLSEN A M,9,6,0.0,0.0,7,0.0,2,0.0,2,0.0,26
Art,ART,ART 20B,1203,MAMMARELLA C J,13,2,4,0.0,2,1,0.0,0.0,2,0.0,24
Art,ART,ART 20B,3348,MACKAY A C,13,1,4,1,5,0.0,0.0,0.0,3,0.0,27
Art,ART,ART 21A,1204,TRUJILLO M E,13,4,3,0.0,0.0,0.0,1,0.0,1,0.0,22
Art,ART,ART 21A,1205,TRUJILLO M E,11,5,4,0.0,1,0.0,0.0,0.0,2,0.0,23
Art,ART,ART 21A,1206,TRUJILLO M E,7,6,4,0.0,0.0,0.0,0.0,0.0,3,0.0,20
Art,ART,ART 21A,1207,KOMPANEYETS M,12,3,2,1,3,0.0,0.0,0.0,2,0.0,23
Art,ART,ART 21A,3247,YOSHIDA M M,14,2,2,0.0,3,0.0,0.0,0.0,0.0,0.0,21
Art,ART,ART 21A,4022,MAMMARELLA C J,10,3,1,0.0,1,0.0,1,0.0,6,0.0,22
Art,ART,ART 30A,1208,AARONS R R,5,2,0.0,0.0,4,1,1,0.0,1,0.0,14
Art,ART,ART 30A,1209,SHIBATA J M,12,3,0.0,0.0,1,0.0,0.0,0.0,4,0.0,20
Art,ART,ART 30A,1210,AARONS R R,11,4,0.0,0.0,1,0.0,1,0.0,4,0.0,21
Art,ART,ART 30B,1211,AARONS R R,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Art,ART,ART 30B,1212,AARONS R R,7,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,9
Art,ART,ART 30C,1213,OTA N T,8,1,2,0.0,1,0.0,0.0,0.0,3,0.0,15
Art,ART,ART 31,1214,TRUJILLO M E,13,2,3,1,4,0.0,0.0,0.0,1,0.0,24
Art,ART,ART 31,1215,ZARCONE J,4,0.0,1,0.0,1,0.0,1,0.0,4,1,12
Art,ART,ART 31,1216,HATTON C,6,4,0.0,1,0.0,1,0.0,0.0,4,0.0,16
Art,ART,ART 31,1217,CHOW P,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Art,ART,ART 32,1218,ZARCONE J,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Art,ART,ART 32,1220,CHOW P,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3
Art,ART,ART 34A,1221,ZARCONE J,5,1,1,0.0,3,0.0,0.0,0.0,4,0.0,14
Art,ART,ART 34B,1222,ZARCONE J,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,3
Art,ART,ART 40A,1223,SILVER E M,12,3,1,1,0.0,1,1,0.0,3,0.0,22
Art,ART,ART 40B,1225,SILVER E M,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Art,ART,ART 40C,1226,SILVER E M,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Art,ART,ART 41A,1227,FRANTZ R,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
Art,ART,ART 41B,1228,FRANTZ R,6,0.0,0.0,0.0,1,0.0,0.0,0.0,2,0.0,9
Art,ART,ART 43A,1229,BROMBERG T L,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
Art,ART,ART 43B,1230,BROMBERG T L,6,0.0,1,0.0,1,0.0,1,0.0,1,0.0,10
Art,ART,ART 52A,1231,JIMENEZ J A,16,2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,19
Art,ART,ART 52A,1232,HACKERMAN I R,16,0.0,1,1,2,0.0,0.0,0.0,3,0.0,23
Art,ART,ART 52A,1233,JIMENEZ J A,18,2,1,0.0,2,0.0,0.0,0.0,0.0,0.0,23
Art,ART,ART 52A,4023,GONZALES L,18,0.0,1,1,3,1,0.0,0.0,0.0,0.0,24
Art,ART,ART 52A,4024,SANTANA T L,8,2,2,0.0,2,0.0,1,0.0,4,0.0,19
Art,ART,ART 52B,1234,FRANTZ R,17,1,0.0,0.0,1,0.0,1,0.0,2,0.0,22
Art,ART,ART 53A,3205,HACKERMAN I R,9,0.0,0.0,1,1,1,0.0,0.0,6,0.0,18
Art,ART,ART 60,4025,THOMASON M M,13,5,0.0,0.0,2,0.0,1,0.0,0.0,0.0,21
Art,ART,ART 60B,4026,NELSON H,10,1,1,1,1,1,0.0,0.0,1,0.0,16
Art,ART,ART 62,4027,THOMASON M M,9,1,1,0.0,2,1,0.0,1,5,0.0,20
Art,ART,ART 74,1236,BADGER C P,8,1,1,0.0,5,0.0,1,0.0,4,0.0,20
Art,ART,ART 75,1237,PITURRO D,5,2,1,0.0,2,3,0.0,0.0,4,0.0,17
Art,ARTS,ARTS 88A,1240,MEYER W J,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,11
Art,ARTS,ARTS 88B,1241,MEYER W J,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Art,ARTS,ARTS 88B,3283,SILVER E M,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
Art,ARTS,ARTS 88C,3339,MEYER W J,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Art,PHOTO,PHOTO 52,2886,HIRUGAMI E,20,7,1,1,4,0.0,0.0,0.0,2,0.0,35
Art,PHOTO,PHOTO 52,3178,DASTIN E R,10,6,2,0.0,6,0.0,0.0,0.0,5,0.0,29
Art,PHOTO,PHOTO 52,3235,HIRUGAMI E,14,5,2,4,5,0.0,0.0,0.0,2,0.0,32
Business,ACCTG,ACCTG 1,1001,PLATZ W A,7,9,5,1,4,0.0,1,0.0,7,0.0,34
Business,ACCTG,ACCTG 1,1002,BROOKINS G T,2,4,2,1,4,0.0,2,0.0,13,0.0,28
Business,ACCTG,ACCTG 1,1004,LOPEZ EN,19,7,5,0.0,4,0.0,0.0,0.0,4,0.0,39
Business,ACCTG,ACCTG 1,1005,KNIGHT R B,10,3,9,1,3,0.0,1,0.0,9,0.0,36
Business,ACCTG,ACCTG 1,1006,TRIPPETTI V J,11,3,7,0.0,2,0.0,1,0.0,14,0.0,38
Business,ACCTG,ACCTG 1,1007,DANIEL C,11,10,6,2,6,0.0,0.0,0.0,1,0.0,36
Business,ACCTG,ACCTG 1,1008,DANIEL C,8,6,10,0.0,4,0.0,1,0.0,3,0.0,32
Business,ACCTG,ACCTG 1,1009,LOPEZ EN,24,6,5,1,3,0.0,1,0.0,8,0.0,48
Business,ACCTG,ACCTG 1,1010,LOPEZ EN,26,8,4,0.0,0.0,1,0.0,0.0,7,0.0,46
Business,ACCTG,ACCTG 1,1011,ANDRE J M,8,7,8,0.0,1,0.0,0.0,0.0,11,0.0,35
Business,ACCTG,ACCTG 1,1012,ANDRE J M,12,4,4,1,2,0.0,0.0,0.0,12,0.0,35
Business,ACCTG,ACCTG 1,1013,BROOKINS G T,16,4,4,1,5,1,0.0,0.0,8,0.0,39
Business,ACCTG,ACCTG 1,1014,BROOKINS G T,14,4,1,6,3,1,1,0.0,4,0.0,34
Business,ACCTG,ACCTG 1,1015,FITZGERALD R L,10,2,3,3,6,0.0,0.0,0.0,8,0.0,32
Business,ACCTG,ACCTG 1,1016,FITZGERALD R L,6,6,0.0,1,6,0.0,1,0.0,3,0.0,23
Business,ACCTG,ACCTG 1,1017,HAIG J S,6,5,3,1,1,0.0,1,0.0,6,0.0,23
Business,ACCTG,ACCTG 1,4001,PLATZ W A,9,10,7,1,6,0.0,0.0,0.0,6,0.0,39
Business,ACCTG,ACCTG 1,1003,KNIGHT R B,15,4,6,2,5,0.0,2,1,10,0.0,45
Business,ACCTG,ACCTG 2,1019,BROOKINS G T,4,2,3,1,3,0.0,0.0,0.0,1,0.0,14
Business,ACCTG,ACCTG 2,1020,STEINBERGER E K,27,5,4,1,2,0.0,0.0,0.0,3,0.0,42
Business,ACCTG,ACCTG 2,1021,LOPEZ EN,24,9,2,0.0,0.0,0.0,1,0.0,2,0.0,38
Business,ACCTG,ACCTG 2,1022,HUANG AI M,17,10,2,1,1,0.0,0.0,0.0,5,0.0,36
Business,ACCTG,ACCTG 2,1023,TRIPPETTI V J,9,4,9,4,3,0.0,0.0,0.0,5,0.0,34
Business,ACCTG,ACCTG 2,1024,LU M,14,11,4,0.0,0.0,0.0,0.0,0.0,3,0.0,32
Business,ACCTG,ACCTG 2,1025,RUBIO C,8,10,4,0.0,0.0,0.0,0.0,0.0,15,0.0,37
Business,ACCTG,ACCTG 2,1026,LU M,10,6,1,1,0.0,0.0,0.0,0.0,4,0.0,22
Business,ACCTG,ACCTG 2,1027,HUANG AI M,30,11,2,1,2,0.0,0.0,0.0,0.0,0.0,46
Business,ACCTG,ACCTG 2,1028,HUANG AI M,28,7,5,0.0,1,0.0,0.0,0.0,1,0.0,42
Business,ACCTG,ACCTG 2,1029,STEINBERGER E K,23,9,2,1,3,0.0,0.0,0.0,5,0.0,43
Business,ACCTG,ACCTG 2,3293,LU M,11,4,1,1,0.0,0.0,0.0,0.0,3,0.0,20
Business,ACCTG,ACCTG 6,1030,HANSON M P,12,7,2,0.0,2,2,1,0.0,3,0.0,29
Business,ACCTG,ACCTG 7,1031,HANSON M P,10,5,4,0.0,0.0,3,0.0,0.0,0.0,0.0,22
Business,ACCTG,ACCTG 9,1032,HUANG AI M,16,10,3,2,1,0.0,0.0,0.0,1,0.0,33
Business,ACCTG,ACCTG 9,1033,HUANG AI M,16,3,0.0,0.0,2,0.0,0.0,0.0,1,0.0,22
Business,ACCTG,ACCTG 10A,1035,LU M,11,3,1,0.0,2,1,0.0,0.0,3,0.0,21
Business,ACCTG,ACCTG 10A,1036,LU M,3,1,3,0.0,2,0.0,0.0,0.0,4,0.0,13
Business,ACCTG,ACCTG 10B,1037,KIM J S,12,7,2,3,1,1,1,0.0,0.0,0.0,27
Business,ACCTG,ACCTG 10C,1039,HANSON M P,9,5,2,0.0,1,0.0,0.0,0.0,1,0.0,18
Business,ACCTG,ACCTG 12,1040,STEINBERGER E K,22,5,1,0.0,2,0.0,0.0,0.0,3,0.0,33
Business,ACCTG,ACCTG 12,3366,MAIER L S,6,3,0.0,0.0,1,0.0,1,0.0,8,0.0,19
Business,ACCTG,ACCTG 15,1042,RUBIO C,7,6,3,0.0,0.0,1,0.0,0.0,10,0.0,27
Business,ACCTG,ACCTG 15,1043,RUBIO C,3,7,3,2,0.0,0.0,0.0,0.0,10,0.0,25
Business,ACCTG,ACCTG 16,1044,RUBIO C,6,4,3,0.0,1,1,0.0,0.0,7,0.0,22
Business,ACCTG,ACCTG 16,1045,RUBIO C,2,5,2,1,0.0,3,0.0,0.0,5,0.0,18
Business,ACCTG,ACCTG 19A,1046,RUBIO C,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,7
Business,ACCTG,ACCTG 21,1047,RESNICK W J,17,5,4,0.0,0.0,0.0,0.0,0.0,8,0.0,34
Business,ACCTG,ACCTG 21,1048,RESNICK W J,17,7,5,0.0,2,0.0,0.0,0.0,7,0.0,38
Business,ACCTG,ACCTG 21,1049,RESNICK W J,14,3,1,0.0,0.0,2,0.0,0.0,6,0.0,26
Business,ACCTG,ACCTG 22,1050,KIM J S,2,3,4,1,2,2,0.0,0.0,6,0.0,20
Business,ACCTG,ACCTG 23,1051,RUBIO C,7,7,2,0.0,3,2,0.0,0.0,2,0.0,23
Business,ACCTG,ACCTG 31A,1052,VALDIVIA O,19,5,4,0.0,2,0.0,1,0.0,3,0.0,34
Business,ACCTG,ACCTG 31B,1053,VALDIVIA O,14,5,1,0.0,1,0.0,0.0,0.0,3,0.0,24
Business,ACCTG,ACCTG 40A,1054,STEINBERGER E K,12,4,3,1,1,1,0.0,0.0,5,0.0,27
Business,ACCTG,ACCTG 45,1056,RESNICK W J,4,3,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,9
Business,ACCTG,ACCTG 45,1057,RESNICK W J,6,2,1,1,0.0,0.0,0.0,0.0,1,0.0,11
Business,ACCTG,ACCTG 45,1058,RESNICK W J,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
Business,ACCTG,ACCTG 45,1059,HAIG J S,2,7,0.0,1,1,0.0,0.0,0.0,1,0.0,12
Business,ACCTG,ACCTG 45,3318,KIM J S,7,4,2,2,1,0.0,0.0,0.0,3,0.0,19
Business,ACCTG,ACCTG 45,3340,MAIER L S,6,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Business,AD JUS,AD JUS 1,1066,JUNGHAHN L A,18,7,6,2,2,0.0,0.0,0.0,1,0.0,36
Business,AD JUS,AD JUS 1,3315,DENNIS D R,1,11,3,3,5,0.0,1,0.0,3,0.0,27
Business,AD JUS,AD JUS 1,4003,POLIN M W,28,0.0,0.0,0.0,2,0.0,0.0,0.0,2,0.0,32
Business,AD JUS,AD JUS 2,3210,JUNGHAHN L A,7,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,11
Business,AD JUS,AD JUS 2,4004,DARDEN C A,14,10,4,1,3,0.0,0.0,0.0,7,0.0,39
Business,AD JUS,AD JUS 3,1069,SMITH DEBORAH R,4,10,6,3,5,1,0.0,0.0,13,0.0,42
Business,AD JUS,AD JUS 5,4005,DARDEN C A,16,6,8,1,4,0.0,0.0,0.0,7,0.0,42
Business,AD JUS,AD JUS 8,1070,SMITH DEBORAH R,8,5,4,0.0,5,0.0,0.0,0.0,15,0.0,37
Business,AD JUS,AD JUS 11,1071,GAU C K,13,4,4,0.0,7,0.0,1,0.0,2,0.0,31
Business,AD JUS,AD JUS 67,1072,GAU C K,9,10,3,0.0,5,0.0,0.0,0.0,8,0.0,35
Business,AUTO,AUTO 46,4032,OATES S M,2,9,7,6,0.0,0.0,0.0,3,6,0.0,33
Business,AUTO,AUTO 47,4033,OATES S M,2,7,6,12,6,0.0,0.0,2,1,0.0,36
Business,BUS,BUS 1,1298,MACIAS J F,24,5,3,1,6,0.0,0.0,0.0,4,0.0,43
Business,BUS,BUS 1,1300,SEDKY S M,28,4,5,1,5,0.0,2,0.0,4,0.0,49
Business,BUS,BUS 1,1301,KELLY MARCELLA A,22,8,4,1,10,0.0,0.0,0.0,2,0.0,47
Business,BUS,BUS 1,1304,ROPER-CONLEY C,4,1,1,1,6,0.0,0.0,0.0,5,0.0,18
Business,BUS,BUS 1,1305,SHISHIDO K M,17,6,2,0.0,3,0.0,1,0.0,5,0.0,34
Business,BUS,BUS 1,1306,SHISHIDO K M,14,3,3,1,3,0.0,0.0,0.0,6,0.0,30
Business,BUS,BUS 1,1307,EVERETT K M,29,2,1,2,6,0.0,0.0,0.0,0.0,0.0,40
Business,BUS,BUS 1,1308,SEDKY S M,19,4,7,2,0.0,0.0,0.0,0.0,1,0.0,33
Business,BUS,BUS 1,1309,RODRIGUEZ K P,16,6,3,3,7,0.0,0.0,0.0,0.0,0.0,35
Business,BUS,BUS 1,1310,VEAS S,30,4,3,2,1,0.0,0.0,0.0,4,0.0,44
Business,BUS,BUS 1,1311,VEAS S,27,6,0.0,0.0,1,0.0,0.0,0.0,6,0.0,40
Business,BUS,BUS 1,1314,ROGERS T A,14,1,2,1,6,0.0,0.0,0.0,5,0.0,29
Business,BUS,BUS 1,1315,EVERETT K M,29,0.0,1,2,8,0.0,0.0,0.0,1,0.0,41
Business,BUS,BUS 1,1317,VEAS S,31,2,2,0.0,4,0.0,0.0,0.0,2,0.0,41
Business,BUS,BUS 1,3368,MACIAS J F,9,3,1,2,4,0.0,0.0,0.0,16,0.0,35
Business,BUS,BUS 1,3380,ROGERS T A,13,5,0.0,0.0,6,0.0,0.0,0.0,5,0.0,29
Business,BUS,BUS 1,4038,OLIVERI J S,27,2,2,1,8,0.0,0.0,0.0,1,0.0,41
Business,BUS,BUS 1,1303,SENKO E A,24,5,0.0,0.0,6,0.0,1,1,5,0.0,42
Business,BUS,BUS 1,1316,VEAS S,26,3,0.0,0.0,2,0.0,0.0,1,2,0.0,34
Business,BUS,BUS 1,1299,ROPER-CONLEY C,4,5,7,0.0,5,0.0,0.0,3,17,0.0,41
Business,BUS,BUS 1,1302,ROPER-CONLEY C,5,3,4,1,4,0.0,0.0,5,6,0.0,28
Business,BUS,BUS 5,1318,RADOS-CLOKE A,3,7,6,1,4,0.0,0.0,0.0,0.0,0.0,21
Business,BUS,BUS 5,1319,RADOS-CLOKE A,5,11,8,1,1,0.0,0.0,0.0,3,0.0,29
